Search,Search Count,Last Search Date
"ext:xlsx ext:csv;json;ps1;log;xlsx;xls;pbix;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032360434195310
"ext:xlsx ext:csv;json;ps1;log;xlsx;xls;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032360230182138
"e ext:csv;json;ps1;log;xlsx;xls;pbix; dm:last4days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032360171290865
"ext:csv;json;ps1;log;xlsx;xls;pbix; dm:last2days ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032359729387934
"ext:csv;json;ps1;log dm:last2hours ( path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032352886560860
"ext:csv;json;ps1;log dm:last2hours (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )",1,133032352856466994
"dm:last2weeks ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",5,133031680419008427
"path:jeopardy",2,133031680129488768
"ext:ps1;ipynb;dib; path:jeo",1,133030808736914642
"ext:pbix;md;pbit;ps1;md dm:last383hours path:monkquery",2,133030802922721599
"ext:pbix;md;pbit;ps1;md dm:last8hours",1,133030233027849554
"ext:ps1;ipynb me: path:nameit",2,133030223655289717
"ext:ps1;ipynb me: xml",1,133030067682732543
"ext:pq;pbix;pbit path:ninlib",1,133030054804221677
"dm:last3months ext:pq",1,133029272629262203
"ext:pq;pbix;pbit ninlib",1,133029228154308108
"ext:pq ninlib",1,133029227964648891
"ext:pbix;pbit me: path:nin path:querylib ( ( 2021: ) | ( 2022: ) )",1,133029226717720022
"ext:pbix;pbit me: path:nin path:querylib",1,133029226039501710
"ext:pbix;pbit me: path:nin path:query path:lib",1,133029225703217129
"ext:ps1 dm:last2weeks ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",1,133029082748225422
"dm:today ( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv;md  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",4,133029081374396441
"dm:last3months me: path:note path:winget",2,133029081315225195
"( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",3,133028083382203266
"( ext:csv;xlsx;ps1;md;json;pbix;pq;cs;csx;ps1;jsonl;json;log;csv  (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   ) ext:csv",1,133027990429688316
"( ext:csv;xlsx;ps1;md;json;pbix;pq   (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",21,133027975398765656
"( ext:code-workspace (path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",5,133027971060602240
"ext:pq many",1,133027474225469031
"( ext:code-workspace(path:ww:""C:\Users\cppmo_000\SkyDrive\Documents\2022\client_BDG"" )     ( no_venv: noAppData: !path:""bdg\github"" )   )",1,133027323722715714
"ext:ps1;ipynb;dib;pbix;pbit;xlsx !path:client_bdg ext:pbix;xlsx;pbit path:sqlbi",4,133027216014180825
"ext:ps1;ipynb;dib;pbix;pbit;xlsx dm:last127days me: !path:client_bdg ext:pbix;xlsx;pbit",1,133024980069599433
"ext:ps1;ipynb;dib;pbix;pbit dm:last127days me: !path:client_bdg ext:pbix",1,133024979860321782
"ext:ps1;ipynb;dib dm:last27days me: !path:client_bdg",3,133024968847179387
"ext:ps1;ipynb;dib dm:last27days me: !path:client_bdg !ext:ps1",2,133023930363161972
"ext:ps1 dm:last27days me: !path:client_bdg",2,133023795725454934
